,indx,serie_id,Name,Type,Language,AvgRunTime,Country
1,1,41648,Sim for You,Reality,Korean,16.0,"Korea, Republic of"
2,2,52198,Котики,Scripted,Russian,12.0,Russian Federation
3,3,52933,LAB с Антоном Беляевым,Documentary,Russian,25.0,Russian Federation
4,4,51336,Core Sense,Animation,Chinese,24.0,China
5,5,54033,Wu Shen Zhu Zai,Animation,Chinese,8.0,China
6,6,61674,Sono koi Mousukoshi Atatamemasuka,Scripted,Japanese,15.0,Japan
7,7,63967,Run BTS!,Variety,Korean,,"Korea, Republic of"
8,8,52038,"Please Wait, Brother",Scripted,Chinese,37.0,China
9,9,52038,"Please Wait, Brother",Scripted,Chinese,37.0,China
10,10,52373,Fearless Whispers,Scripted,Chinese,60.0,
11,11,55016,Ling Jian Zun,Animation,Chinese,10.0,China
12,12,57339,Mafia Nights,Reality,Persian,90.0,"Iran, Islamic Republic of"
13,13,47027,вМесте. Интервью,Talk Show,Russian,26.0,Russian Federation
14,14,50752,Stjernestøv,Scripted,Norwegian,20.0,Norway
15,15,51893,Exit Nordpolen,Documentary,Norwegian,36.0,Norway
16,16,51893,Exit Nordpolen,Documentary,Norwegian,36.0,Norway
17,17,51893,Exit Nordpolen,Documentary,Norwegian,36.0,Norway
18,18,26268,Слепая,Scripted,Russian,25.0,Russian Federation
19,19,51436,I'm a Celebrity...The Daily Drop,Variety,English,30.0,United Kingdom
20,20,53198,SHEKER,Scripted,Russian,22.0,Kazakhstan
21,21,51111,Saygı,Scripted,Turkish,60.0,Turkey
22,22,52984,Konuşanlar,Talk Show,Turkish,50.0,Turkey
23,23,49864,Alex og Aune,Reality,Norwegian,12.0,Norway
24,24,51896,Blipp vs. Snøløs,Reality,Norwegian,14.0,Norway
25,25,13381,Honest Game Trailers,Variety,English,5.0,
26,26,13392,Honest Trailers,Scripted,English,6.0,
27,27,15250,The Young Turks,News,English,120.0,
28,28,21491,Kurzgesagt – In a Nutshell,Documentary,English,6.0,
29,29,30606,SciShow,Documentary,English,9.0,
30,30,32980,Returning the Favor,Documentary,English,28.0,
31,31,40482,10 глупых вопросов,Talk Show,Russian,25.0,
32,32,41611,Good Mythical Morning,Talk Show,English,14.0,
33,33,42121,Red Table Talk,Talk Show,English,25.0,
34,34,43261,Родители,Scripted,Russian,25.0,Russian Federation
35,35,45389,Obsolete,Animation,Japanese,13.0,
36,36,45389,Obsolete,Animation,Japanese,13.0,
37,37,45389,Obsolete,Animation,Japanese,13.0,
38,38,45389,Obsolete,Animation,Japanese,13.0,
39,39,45389,Obsolete,Animation,Japanese,13.0,
40,40,45389,Obsolete,Animation,Japanese,13.0,
41,41,45400,Comment Out,Variety,Russian,47.0,
42,42,47267,La Vida Moderna,Talk Show,Spanish,38.0,
43,43,47944,Inside of You with Michael Rosenbaum,Talk Show,English,86.0,
44,44,48302,All Elite Wrestling: Dark,Sports,English,,
45,45,49626,Marvel's Storyboards,Documentary,English,14.0,
46,46,50433,UWN Primetime,Sports,English,120.0,
47,47,50741,Lyckoviken,Scripted,Swedish,42.0,
48,48,51119,Ela Ana,Scripted,Arabic,39.0,Egypt
49,49,51870,Something Just Like This,Scripted,Chinese,45.0,
50,50,51870,Something Just Like This,Scripted,Chinese,45.0,
51,51,52073,Oriental Casablanca,Scripted,Chinese,45.0,
52,52,52104,Twisted Fate of Love,Scripted,Chinese,45.0,China
53,53,52104,Twisted Fate of Love,Scripted,Chinese,45.0,China
54,54,52106,Insect Detective,Scripted,Chinese,45.0,China
55,55,52106,Insect Detective,Scripted,Chinese,45.0,China
56,56,52107,New Face,Scripted,Chinese,45.0,China
57,57,52107,New Face,Scripted,Chinese,45.0,China
58,58,52108,Psych Hunter,Scripted,Chinese,45.0,
59,59,52108,Psych Hunter,Scripted,Chinese,45.0,
60,60,52113,Maryland Farm & Harvest,Documentary,English,27.0,United States
61,61,52150,Cheat,Scripted,Tagalog,26.0,
62,62,52159,To Love,Scripted,Chinese,45.0,China
63,63,52159,To Love,Scripted,Chinese,45.0,China
64,64,52164,The Holiday Movies That Made Us,Documentary,English,45.0,
65,65,52164,The Holiday Movies That Made Us,Documentary,English,45.0,
66,66,52191,Wayward Guide,Scripted,English,11.0,
67,67,52534,NWA Shockwave,Sports,English,45.0,
68,68,53282,33 Ребёнка,Scripted,Russian,13.0,
69,69,53282,33 Ребёнка,Scripted,Russian,13.0,
70,70,53282,33 Ребёнка,Scripted,Russian,13.0,
71,71,53282,33 Ребёнка,Scripted,Russian,13.0,
72,72,53282,33 Ребёнка,Scripted,Russian,13.0,
73,73,53282,33 Ребёнка,Scripted,Russian,13.0,
74,74,53282,33 Ребёнка,Scripted,Russian,13.0,
75,75,53282,33 Ребёнка,Scripted,Russian,13.0,
76,76,53282,33 Ребёнка,Scripted,Russian,13.0,
77,77,53282,33 Ребёнка,Scripted,Russian,13.0,
78,78,53282,33 Ребёнка,Scripted,Russian,13.0,
79,79,53282,33 Ребёнка,Scripted,Russian,13.0,
80,80,53338,El Anesa Farah,Scripted,Arabic,40.0,
81,81,53612,Booba,Animation,Russian,5.0,
82,82,54112,Kids Teaching Idol,Variety,Korean,16.0,
83,83,55364,Countdown to I Do,Reality,English,23.0,
84,84,55364,Countdown to I Do,Reality,English,23.0,
85,85,55364,Countdown to I Do,Reality,English,23.0,
86,86,55364,Countdown to I Do,Reality,English,23.0,
87,87,58593,La Más Draga,Reality,Spanish,,
88,88,61755,Bride of Beirut,Scripted,Arabic,,
89,89,63719,Du bu xiao yao,Animation,Chinese,12.0,
90,90,60785,Kono Koi Atatamemasu ka,Scripted,Japanese,59.0,
91,91,6441,NFL Films Presents,Sports,English,30.0,"Korea, Republic of"
92,92,61530,Toki wo Kakeru Bando,Scripted,Japanese,26.0,Japan
93,93,17633,All About Android,News,English,90.0,United States
94,94,38339,A Teacher,Scripted,English,27.0,United States
95,95,45812,Tooning Out the News,Animation,English,15.0,
96,96,50661,I Was a Teenage Felon,Documentary,English,60.0,
97,97,2504,"Goede Tijden, Slechte Tijden",Scripted,Dutch,25.0,
98,98,50106,Cheyenne et Lola,Scripted,French,50.0,
99,99,50106,Cheyenne et Lola,Scripted,French,50.0,
100,100,32087,Chicken Girls,Scripted,English,14.0,United States
101,101,49630,Контакты,Game Show,Russian,42.0,
102,102,52198,Котики,Scripted,Russian,12.0,Russian Federation
103,103,47207,Mermaid Prince,Scripted,Korean,15.0,"Korea, Republic of"
104,104,48395,Wan Sheng Jie,Animation,Chinese,4.0,China
105,105,49206,Xian Feng Jian Yu Lu,Animation,Chinese,7.0,China
106,106,49652,Yi Nian Yong Heng,Animation,Chinese,19.0,China
107,107,45713,Dolls' Frontline,Animation,Chinese,5.0,China
108,108,52038,"Please Wait, Brother",Scripted,Chinese,37.0,China
109,109,52038,"Please Wait, Brother",Scripted,Chinese,37.0,China
110,110,54637,Chu Feng: Yi Dian Shizi,Animation,Chinese,30.0,China
111,111,55919,Klassen,Scripted,Norwegian,11.0,Norway
112,112,58689,My Supernatural Power,Scripted,Chinese,45.0,China
113,113,58689,My Supernatural Power,Scripted,Chinese,45.0,China
114,114,50752,Stjernestøv,Scripted,Norwegian,20.0,Norway
115,115,26268,Слепая,Scripted,Russian,25.0,Russian Federation
116,116,51436,I'm a Celebrity...The Daily Drop,Variety,English,30.0,United Kingdom
117,117,53197,Оркестр,Scripted,Kazakh,20.0,Kazakhstan
118,118,33691,Melon Music Awards,Award Show,Korean,300.0,"Korea, Republic of"
119,119,24963,New Japan Pro Wrestling,Sports,Japanese,98.0,Japan
120,120,57689,The Smart Money Woman,Reality,English,60.0,
121,121,49864,Alex og Aune,Reality,Norwegian,12.0,Norway
122,122,57030,Gjør det sjøl,Reality,Norwegian,5.0,Norway
123,123,57030,Gjør det sjøl,Reality,Norwegian,5.0,Norway
124,124,57953,Før vi møtes,Reality,Norwegian,7.0,Norway
125,125,15250,The Young Turks,News,English,120.0,
126,126,27055,Studio Paradise,Reality,Swedish,38.0,
127,127,28346,UNHhhh,Talk Show,English,11.0,
128,128,30606,SciShow,Documentary,English,9.0,
129,129,33944,Узнать за 10 секунд,Variety,Russian,23.0,
130,130,34060,DTK: Elviszlek magammal,Talk Show,Hungarian,33.0,
131,131,40511,Дома лучше,Reality,Russian,59.0,
132,132,41611,Good Mythical Morning,Talk Show,English,14.0,
133,133,44944,Вопрос ребром,Talk Show,Russian,37.0,
134,134,46139,Интервью с комиком,Talk Show,Russian,54.0,
135,135,46409,The Graduates,Scripted,Thai,60.0,
136,136,47267,La Vida Moderna,Talk Show,Spanish,38.0,
137,137,47897,Сережа и микрофон. Подкаст,Talk Show,Russian,109.0,
138,138,49147,World War Two: Week by Week,Documentary,English,15.0,
139,139,49353,Between 2 Wars,Documentary,English,18.0,
140,140,50159,Jan Thomas' verden,Reality,Norwegian,21.0,
141,141,51119,Ela Ana,Scripted,Arabic,39.0,Egypt
142,142,51324,Red Table Talk: The Estefans,Talk Show,English,32.0,
143,143,51477,Roger et ses humains,Animation,French,2.0,
144,144,51749,Shi Yi Changan: Mingyue Ji Shi You,Animation,Chinese,20.0,China
145,145,51870,Something Just Like This,Scripted,Chinese,45.0,
146,146,51870,Something Just Like This,Scripted,Chinese,45.0,
147,147,51927,Alien Worlds,Documentary,English,44.0,
148,148,51927,Alien Worlds,Documentary,English,44.0,
149,149,51927,Alien Worlds,Documentary,English,44.0,
150,150,51927,Alien Worlds,Documentary,English,44.0,
151,151,52104,Twisted Fate of Love,Scripted,Chinese,45.0,China
152,152,52104,Twisted Fate of Love,Scripted,Chinese,45.0,China
153,153,52106,Insect Detective,Scripted,Chinese,45.0,China
154,154,52106,Insect Detective,Scripted,Chinese,45.0,China
155,155,52107,New Face,Scripted,Chinese,45.0,China
156,156,52107,New Face,Scripted,Chinese,45.0,China
157,157,52108,Psych Hunter,Scripted,Chinese,45.0,
158,158,52108,Psych Hunter,Scripted,Chinese,45.0,
159,159,52159,To Love,Scripted,Chinese,45.0,China
160,160,52159,To Love,Scripted,Chinese,45.0,China
161,161,52421,You Complete Me,Scripted,Chinese,45.0,China
162,162,52421,You Complete Me,Scripted,Chinese,45.0,China
163,163,53338,El Anesa Farah,Scripted,Arabic,40.0,
164,164,56064,Crash Course Organic Chemistry,Documentary,English,,
165,165,56746,Too Many Spirits,Talk Show,English,25.0,
166,166,57478,Hello Kitty's Super Cute Adventures,Animation,,,
167,167,59555,SciShow Kids,Scripted,English,5.0,
168,168,61755,Bride of Beirut,Scripted,Arabic,,
169,169,52780,Mermaid Prince,Scripted,Chinese,45.0,China
170,170,52780,Mermaid Prince,Scripted,Chinese,45.0,China
171,171,36813,Conversa com Bial,Talk Show,Portuguese,40.0,Brazil
172,172,44660,The Bump,Talk Show,English,30.0,United States
173,173,52250,SJ Returns,Reality,Korean,5.0,"Korea, Republic of"
174,174,44675,Діти проти зірок,Game Show,Ukrainian,90.0,
175,175,45812,Tooning Out the News,Animation,English,15.0,
176,176,56531,Dimension 20,Game Show,English,,United States
177,177,2504,"Goede Tijden, Slechte Tijden",Scripted,Dutch,25.0,
178,178,51888,Rooney's Last Roll,Scripted,English,8.0,United States
179,179,2266,WWE NXT,Sports,English,77.0,United States
180,180,45434,Ruth & Ruby Virtual Sleepover Challenges,Talk Show,English,6.0,United States
181,181,49732,Noblesse,Animation,Japanese,25.0,
182,182,41648,Sim for You,Reality,Korean,16.0,"Korea, Republic of"
183,183,43722,"257 причин, чтобы жить",Scripted,Russian,24.0,Russian Federation
184,184,49280,Псих,Scripted,Russian,62.0,Russian Federation
185,185,49422,Шерлок в России,Scripted,Russian,51.0,Russian Federation
186,186,51908,Нежность,Scripted,Russian,19.0,Russian Federation
187,187,51908,Нежность,Scripted,Russian,19.0,Russian Federation
188,188,52198,Котики,Scripted,Russian,12.0,Russian Federation
189,189,47207,Mermaid Prince,Scripted,Korean,15.0,"Korea, Republic of"
190,190,38031,There's a Pit in My Senior Martial Brother's Brain,Animation,Chinese,10.0,China
191,191,24837,Quan Zhi Gao Shou,Animation,Chinese,20.0,China
192,192,47912,The Wolf,Scripted,Chinese,45.0,China
193,193,47912,The Wolf,Scripted,Chinese,45.0,China
194,194,52038,"Please Wait, Brother",Scripted,Chinese,37.0,China
195,195,52038,"Please Wait, Brother",Scripted,Chinese,37.0,China
196,196,52799,Futmalls.com,Scripted,Chinese,45.0,China
197,197,52799,Futmalls.com,Scripted,Chinese,45.0,China
198,198,54610,The Wonderland of Ten Thousands,Animation,Chinese,10.0,China
199,199,57556,I Am a Great God,Animation,Chinese,,China
200,200,58689,My Supernatural Power,Scripted,Chinese,45.0,China
201,201,58689,My Supernatural Power,Scripted,Chinese,45.0,China
202,202,44060,Why R U?: The Series,Scripted,Thai,54.0,
203,203,49902,Ukjent arving,Reality,Norwegian,50.0,Norway
204,204,49902,Ukjent arving,Reality,Norwegian,50.0,Norway
205,205,50752,Stjernestøv,Scripted,Norwegian,20.0,Norway
206,206,26268,Слепая,Scripted,Russian,25.0,Russian Federation
207,207,51436,I'm a Celebrity...The Daily Drop,Variety,English,30.0,United Kingdom
208,208,53196,Саке,Scripted,Russian,24.0,Kazakhstan
209,209,39804,ещёнепознер,Talk Show,Russian,77.0,
210,210,49948,Love Revolution,Scripted,Korean,20.0,"Korea, Republic of"
211,211,48252,Ночной Контакт,Talk Show,Russian,30.0,Russian Federation
212,212,30889,Студия СОЮЗ,Panel Show,Russian,45.0,Russian Federation
213,213,33691,Melon Music Awards,Award Show,Korean,300.0,"Korea, Republic of"
214,214,54658,Joe Show,Talk Show,Arabic,53.0,
215,215,56605,It's Okay to Be Sensitive 2020,Scripted,Korean,,"Korea, Republic of"
216,216,53177,Masrah Masr,Scripted,Arabic,60.0,
217,217,53177,Masrah Masr,Scripted,Arabic,60.0,
218,218,36046,TV 2 Hjelper Deg,Reality,Norwegian,34.0,Norway
219,219,49864,Alex og Aune,Reality,Norwegian,12.0,Norway
220,220,51080,Temptation Island: Love or Leave,Reality,Dutch,45.0,Netherlands
221,221,51896,Blipp vs. Snøløs,Reality,Norwegian,14.0,Norway
222,222,52758,Stichtag,Scripted,German,20.0,Germany
223,223,52758,Stichtag,Scripted,German,20.0,Germany
224,224,54515,Jonahs dyreverden,Documentary,Norwegian,11.0,Norway
225,225,57257,Brak,Scripted,Dutch,8.0,Belgium
226,226,6141,Simon's Cat,Animation,English,2.0,
227,227,7480,Star Trek: Discovery,Scripted,English,56.0,
228,228,13215,Critical Role,Game Show,English,212.0,
229,229,15250,The Young Turks,News,English,120.0,
230,230,28381,Cyanide & Happiness Shorts,Animation,English,2.0,
231,231,30606,SciShow,Documentary,English,9.0,
232,232,36841,Hot Ones,Talk Show,English,23.0,
233,233,40471,#BOOS,Reality,Dutch,21.0,
234,234,41611,Good Mythical Morning,Talk Show,English,14.0,
235,235,42843,The Flight Attendant,Scripted,English,44.0,
236,236,42843,The Flight Attendant,Scripted,English,44.0,
237,237,42899,Редакция,Talk Show,Russian,56.0,
238,238,47267,La Vida Moderna,Talk Show,Spanish,38.0,
239,239,50157,Basic Bitch,Scripted,Norwegian,19.0,
240,240,50586,Cari & Jemele: Stick to Sports,Talk Show,English,30.0,
241,241,51149,The Pengest Munch,Reality,English,6.0,
242,242,51393,Daleks!,Animation,English,13.0,
243,243,51560,Begin Again,Scripted,Chinese,45.0,China
244,244,51560,Begin Again,Scripted,Chinese,45.0,China
245,245,51870,Something Just Like This,Scripted,Chinese,45.0,
246,246,51969,Touch Me If You Can,Scripted,Korean,11.0,
247,247,52105,Be With You,Scripted,Chinese,45.0,China
248,248,52105,Be With You,Scripted,Chinese,45.0,China
249,249,52105,Be With You,Scripted,Chinese,45.0,China
250,250,52105,Be With You,Scripted,Chinese,45.0,China
251,251,52108,Psych Hunter,Scripted,Chinese,45.0,
252,252,52108,Psych Hunter,Scripted,Chinese,45.0,
253,253,52421,You Complete Me,Scripted,Chinese,45.0,China
254,254,52421,You Complete Me,Scripted,Chinese,45.0,China
255,255,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
256,256,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
257,257,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
258,258,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
259,259,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
260,260,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
261,261,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
262,262,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
263,263,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
264,264,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
265,265,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
266,266,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
267,267,52548,Bogdan Boner: Egzorcysta,Animation,Polish,12.0,
268,268,52608,Nimra Etnin,Scripted,Arabic,50.0,
269,269,53009,My Wonderful Roommate,Scripted,Korean,15.0,
270,270,53338,El Anesa Farah,Scripted,Arabic,40.0,
271,271,54744,Al-Saleet Akhbar,News,Arabic,14.0,
272,272,56253,Jessi's Show!Terview,Talk Show,Korean,22.0,
273,273,60809,Discover Destination UA,Documentary,English,23.0,
274,274,60848,Blippi,Scripted,English,,
275,275,63719,Du bu xiao yao,Animation,Chinese,12.0,
276,276,51260,Oh Mando!,Scripted,Tagalog,29.0,Philippines
277,277,52780,Mermaid Prince,Scripted,Chinese,45.0,China
278,278,52780,Mermaid Prince,Scripted,Chinese,45.0,China
279,279,6544,Sesame Street,Scripted,English,57.0,
280,280,36813,Conversa com Bial,Talk Show,Portuguese,40.0,Brazil
281,281,51742,As Five,Scripted,Portuguese,31.0,Brazil
282,282,44249,The Ready Room,Talk Show,English,28.0,
283,283,16753,WWE Main Event,Reality,English,60.0,United States
284,284,42824,Looney Tunes Cartoons,Animation,English,9.0,
285,285,42824,Looney Tunes Cartoons,Animation,English,9.0,
286,286,42824,Looney Tunes Cartoons,Animation,English,9.0,
287,287,42824,Looney Tunes Cartoons,Animation,English,9.0,
288,288,42824,Looney Tunes Cartoons,Animation,English,9.0,
289,289,44713,Full Bloom,Reality,English,43.0,
290,290,44713,Full Bloom,Reality,English,43.0,
291,291,45470,12 Dates of Christmas,Reality,English,43.0,
292,292,45470,12 Dates of Christmas,Reality,English,43.0,
293,293,45470,12 Dates of Christmas,Reality,English,43.0,
294,294,45812,Tooning Out the News,Animation,English,15.0,
295,295,46668,Tyler Perry's Ruthless,Scripted,English,45.0,United States
296,296,51316,Texas 6,Documentary,English,36.0,
297,297,51706,Terror Lake Drive,Scripted,English,45.0,United States
298,298,51845,Stylish with Jenna Lyons,Reality,English,,
299,299,51845,Stylish with Jenna Lyons,Reality,English,,
300,300,51845,Stylish with Jenna Lyons,Reality,English,,
301,301,51845,Stylish with Jenna Lyons,Reality,English,,
302,302,51845,Stylish with Jenna Lyons,Reality,English,,
303,303,51845,Stylish with Jenna Lyons,Reality,English,,
304,304,51845,Stylish with Jenna Lyons,Reality,English,,
305,305,51845,Stylish with Jenna Lyons,Reality,English,,
306,306,51899,For the Love of Jason,Scripted,English,27.0,United States
307,307,52071,Heaven's Gate: The Cult of Cults,Documentary,English,51.0,
308,308,52071,Heaven's Gate: The Cult of Cults,Documentary,English,51.0,
309,309,52071,Heaven's Gate: The Cult of Cults,Documentary,English,51.0,
310,310,52071,Heaven's Gate: The Cult of Cults,Documentary,English,51.0,
311,311,17046,Notruf Hafenkante,Scripted,German,50.0,Germany
312,312,2504,"Goede Tijden, Slechte Tijden",Scripted,Dutch,25.0,
313,313,39053,WWE NXT UK,Sports,English,60.0,United States
314,314,48288,Roast Battle Labelcom,Game Show,Russian,53.0,
315,315,48402,Чума!,Scripted,Russian,21.0,Russian Federation
316,316,52118,Zakon i Besporyadok,Scripted,Russian,30.0,Russian Federation
317,317,52118,Zakon i Besporyadok,Scripted,Russian,30.0,Russian Federation
318,318,52198,Котики,Scripted,Russian,12.0,Russian Federation
319,319,47912,The Wolf,Scripted,Chinese,45.0,China
320,320,47912,The Wolf,Scripted,Chinese,45.0,China
321,321,49485,The Founder of Diabolism Q,Animation,Chinese,5.0,China
322,322,55016,Ling Jian Zun,Animation,Chinese,10.0,China
323,323,55019,Supreme God Emperor,Animation,Chinese,10.0,China
324,324,45466,Førstegangstjenesten,Scripted,Norwegian,14.0,Norway
325,325,49907,Familien Lykke,Scripted,Norwegian,21.0,Norway
326,326,50752,Stjernestøv,Scripted,Norwegian,20.0,Norway
327,327,51436,I'm a Celebrity...The Daily Drop,Variety,English,30.0,United Kingdom
328,328,56433,Uncommon Sense with Saloni,Variety,Hindi,,India
329,329,33691,Melon Music Awards,Award Show,Korean,300.0,"Korea, Republic of"
330,330,38171,Гранд,Scripted,Russian,25.0,Russian Federation
331,331,52984,Konuşanlar,Talk Show,Turkish,50.0,Turkey
332,332,53759,BOOM,Reality,Turkish,28.0,Turkey
333,333,24963,New Japan Pro Wrestling,Sports,Japanese,98.0,Japan
334,334,8035,Bettys Diagnose,Scripted,German,48.0,Germany
335,335,11502,Hver gang vi møtes,Reality,Norwegian,54.0,
336,336,11502,Hver gang vi møtes,Reality,Norwegian,54.0,
337,337,44664,Dime quién soy,Scripted,Spanish,50.0,Spain
338,338,44664,Dime quién soy,Scripted,Spanish,50.0,Spain
339,339,46278,Real:Time:Love,Scripted,Korean,12.0,"Korea, Republic of"
340,340,46395,Panelet,Talk Show,Norwegian,15.0,Norway
341,341,50676,Behind The Mask,Game Show,Dutch,15.0,Belgium
342,342,52143,Bordtenniskameratene,Reality,Norwegian,12.0,Norway
343,343,52285,Red Light,Scripted,Dutch,48.0,Belgium
344,344,52320,El estado contra Pablo Ibar,Documentary,Spanish,55.0,Spain
345,345,52320,El estado contra Pablo Ibar,Documentary,Spanish,55.0,Spain
346,346,52320,El estado contra Pablo Ibar,Documentary,Spanish,55.0,Spain
347,347,52320,El estado contra Pablo Ibar,Documentary,Spanish,55.0,Spain
348,348,52320,El estado contra Pablo Ibar,Documentary,Spanish,55.0,Spain
349,349,52320,El estado contra Pablo Ibar,Documentary,Spanish,55.0,Spain
350,350,52455,Colgar las alas,Documentary,Spanish,46.0,Spain
351,351,52800,De jacht op de mocro-maffia,Documentary,Dutch,40.0,Netherlands
352,352,59495,Bli med heim,Documentary,Norwegian,13.0,Norway
353,353,59495,Bli med heim,Documentary,Norwegian,13.0,Norway
354,354,59495,Bli med heim,Documentary,Norwegian,13.0,Norway
355,355,59495,Bli med heim,Documentary,Norwegian,13.0,Norway
356,356,7564,Масяня,Animation,Russian,5.0,
357,357,13168,Helt Perfekt,Scripted,Norwegian,23.0,
358,358,15250,The Young Turks,News,English,120.0,
359,359,17356,The Star Wars Show,Talk Show,English,8.0,
360,360,19111,Om Nom Stories,Animation,English,1.0,
361,361,21035,Talking Tom and Friends,Animation,English,11.0,
362,362,28757,Big Mouth,Animation,English,27.0,
363,363,28757,Big Mouth,Animation,English,27.0,
364,364,28757,Big Mouth,Animation,English,27.0,
365,365,28757,Big Mouth,Animation,English,27.0,
366,366,28757,Big Mouth,Animation,English,27.0,
367,367,28757,Big Mouth,Animation,English,27.0,
368,368,28757,Big Mouth,Animation,English,27.0,
369,369,28757,Big Mouth,Animation,English,27.0,
370,370,28757,Big Mouth,Animation,English,27.0,
371,371,28757,Big Mouth,Animation,English,27.0,
372,372,30606,SciShow,Documentary,English,9.0,
373,373,38963,The Mandalorian,Scripted,English,40.0,
374,374,40019,Selena: The Series,Scripted,English,37.0,
375,375,40019,Selena: The Series,Scripted,English,37.0,
376,376,40019,Selena: The Series,Scripted,English,37.0,
377,377,40019,Selena: The Series,Scripted,English,37.0,
378,378,40019,Selena: The Series,Scripted,English,37.0,
379,379,40019,Selena: The Series,Scripted,English,37.0,
380,380,40019,Selena: The Series,Scripted,English,37.0,
381,381,40019,Selena: The Series,Scripted,English,37.0,
382,382,40019,Selena: The Series,Scripted,English,37.0,
383,383,41500,Xie Wang Zhui Qi,Animation,Chinese,14.0,
384,384,41595,Et tout le monde s'en fout,Documentary,French,5.0,
385,385,41611,Good Mythical Morning,Talk Show,English,14.0,
386,386,45083,Хот Культур,Talk Show,Russian,53.0,
387,387,49147,World War Two: Week by Week,Documentary,English,15.0,
388,388,49738,Binge Reloaded,Scripted,German,29.0,
389,389,49738,Binge Reloaded,Scripted,German,29.0,
390,390,49738,Binge Reloaded,Scripted,German,29.0,
391,391,49738,Binge Reloaded,Scripted,German,29.0,
392,392,49738,Binge Reloaded,Scripted,German,29.0,
393,393,49738,Binge Reloaded,Scripted,German,29.0,
394,394,49738,Binge Reloaded,Scripted,German,29.0,
395,395,49738,Binge Reloaded,Scripted,German,29.0,
396,396,49940,Earth at Night in Color,Documentary,English,28.0,
397,397,49940,Earth at Night in Color,Documentary,English,28.0,
398,398,49940,Earth at Night in Color,Documentary,English,28.0,
399,399,49940,Earth at Night in Color,Documentary,English,28.0,
400,400,49940,Earth at Night in Color,Documentary,English,28.0,
401,401,49940,Earth at Night in Color,Documentary,English,28.0,
402,402,50065,Voksensmerter,Documentary,Norwegian,20.0,
403,403,50338,Crash Course Linguistics,Documentary,English,11.0,
404,404,50402,The Wonderful World of Mickey Mouse,Animation,English,8.0,
405,405,50402,The Wonderful World of Mickey Mouse,Animation,English,8.0,
406,406,50463,Stillwater,Animation,English,24.0,
407,407,50463,Stillwater,Animation,English,24.0,
408,408,50463,Stillwater,Animation,English,24.0,
409,409,50463,Stillwater,Animation,English,24.0,
410,410,50463,Stillwater,Animation,English,24.0,
411,411,50463,Stillwater,Animation,English,24.0,
412,412,50561,Let Me Off the Earth,Scripted,Korean,12.0,
413,413,51337,Qin Xia,Animation,Chinese,25.0,China
414,414,51463,Kinderfänger,Scripted,English,10.0,
415,415,51476,Amore,Scripted,Tagalog,29.0,
416,416,51560,Begin Again,Scripted,Chinese,45.0,China
417,417,51560,Begin Again,Scripted,Chinese,45.0,China
418,418,51849,I Cavalieri di Castelcorvo,Scripted,Italian,22.0,
419,419,51849,I Cavalieri di Castelcorvo,Scripted,Italian,22.0,
420,420,51849,I Cavalieri di Castelcorvo,Scripted,Italian,22.0,
421,421,51914,Kings of Jo'Burg,Scripted,English,53.0,
422,422,51914,Kings of Jo'Burg,Scripted,English,53.0,
423,423,51914,Kings of Jo'Burg,Scripted,English,53.0,
424,424,51914,Kings of Jo'Burg,Scripted,English,53.0,
425,425,51914,Kings of Jo'Burg,Scripted,English,53.0,
426,426,51914,Kings of Jo'Burg,Scripted,English,53.0,
427,427,51915,Fjols til fjells,Scripted,Norwegian,21.0,
428,428,51966,Influencers,Scripted,Tagalog,34.0,
429,429,51971,Wish You,Scripted,Korean,11.0,"Korea, Republic of"
430,430,51971,Wish You,Scripted,Korean,11.0,"Korea, Republic of"
431,431,51971,Wish You,Scripted,Korean,11.0,"Korea, Republic of"
432,432,52124,Bhaag Beanie Bhaag,Scripted,Hindi,29.0,
433,433,52124,Bhaag Beanie Bhaag,Scripted,Hindi,29.0,
434,434,52124,Bhaag Beanie Bhaag,Scripted,Hindi,29.0,
435,435,52124,Bhaag Beanie Bhaag,Scripted,Hindi,29.0,
436,436,52124,Bhaag Beanie Bhaag,Scripted,Hindi,29.0,
437,437,52124,Bhaag Beanie Bhaag,Scripted,Hindi,29.0,
438,438,52165,A Generala,Scripted,Portuguese,60.0,Portugal
439,439,52196,Your Home,Scripted,Tagalog,23.0,
440,440,52348,Better Days,Scripted,Tagalog,19.0,
441,441,52415,Daughters,Scripted,Thai,50.0,
442,442,52415,Daughters,Scripted,Thai,50.0,
443,443,52415,Daughters,Scripted,Thai,50.0,
444,444,52415,Daughters,Scripted,Thai,50.0,
445,445,52416,The Leaked,Scripted,Thai,18.0,
